year,dewp,temp,pres,iws,is,ir,month_sin,month_cos,hour_sin,hour_cos,cbwd_NE,cbwd_NW,cbwd_SE,cbwd_cv,pm2_5
2010,-9,-1.0,1025.0,3.58,0,0,1.0,6.123233995736766e-17,0.7071067811865476,-0.7071067811865475,0,1,0,0,72.0
2010,-12,1.0,1024.0,6.71,0,0,1.0,6.123233995736766e-17,0.49999999999999994,-0.8660254037844387,0,1,0,0,73.0
2010,-15,2.0,1024.0,8.5,0,0,1.0,6.123233995736766e-17,0.258819045102521,-0.9659258262890682,0,1,0,0,73.0
2010,-13,4.0,1023.0,1.79,0,0,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,1,0,0,0,53.0
2010,-13,5.0,1022.0,3.58,0,0,1.0,6.123233995736766e-17,-0.2588190451025208,-0.9659258262890683,1,0,0,0,56.0
2010,-14,6.0,1022.0,5.37,0,0,1.0,6.123233995736766e-17,-0.4999999999999998,-0.8660254037844388,1,0,0,0,60.0
2010,-13,6.0,1021.0,1.79,0,0,1.0,6.123233995736766e-17,-0.7071067811865471,-0.7071067811865479,0,1,0,0,64.0
2010,-14,7.0,1021.0,3.58,0,0,1.0,6.123233995736766e-17,-0.8660254037844384,-0.5000000000000004,0,1,0,0,53.0
2010,-12,7.0,1021.0,6.71,0,0,1.0,6.123233995736766e-17,-0.9659258262890683,-0.25881904510252063,0,1,0,0,45.0
2010,-11,4.0,1021.0,8.5,0,0,1.0,6.123233995736766e-17,-1.0,-1.8369701987210297e-16,0,1,0,0,54.0
2010,-10,3.0,1022.0,11.63,0,0,1.0,6.123233995736766e-17,-0.9659258262890684,0.2588190451025203,0,1,0,0,62.0
2010,-7,2.0,1023.0,14.76,0,0,1.0,6.123233995736766e-17,-0.8660254037844386,0.5000000000000001,0,1,0,0,63.0
2010,-9,2.0,1023.0,1.79,0,0,1.0,6.123233995736766e-17,-0.7071067811865477,0.7071067811865474,1,0,0,0,67.0
2010,-11,4.0,1024.0,3.13,0,0,1.0,6.123233995736766e-17,-0.5000000000000004,0.8660254037844384,0,1,0,0,85.0
2010,-11,4.0,1024.0,3.13,0,0,1.0,6.123233995736766e-17,-0.25881904510252157,0.9659258262890681,1,0,0,0,89.0
2010,-9,3.0,1025.0,3.13,0,0,1.0,6.123233995736766e-17,0.0,1.0,0,1,0,0,76.0
2010,-7,2.0,1026.0,1.79,0,0,1.0,6.123233995736766e-17,0.25881904510252074,0.9659258262890683,0,0,1,0,41.0
2010,-7,1.0,1026.0,1.79,0,0,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,1,0,0,0,83.0
2010,-11,2.0,1025.0,6.71,0,0,1.0,6.123233995736766e-17,0.7071067811865475,0.7071067811865476,1,0,0,0,85.0
2010,-11,2.0,1026.0,9.84,0,0,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,1,0,0,0,41.0
2010,-12,2.0,1026.0,13.86,0,0,1.0,6.123233995736766e-17,0.9659258262890683,0.25881904510252074,1,0,0,0,18.0
2010,-13,1.0,1027.0,19.67,0,0,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,1,0,0,0,27.0
2010,-15,1.0,1027.0,26.82,0,0,1.0,6.123233995736766e-17,0.9659258262890683,-0.25881904510252063,1,0,0,0,33.0
2010,-15,1.0,1028.0,33.97,0,0,1.0,6.123233995736766e-17,0.8660254037844387,-0.49999999999999983,1,0,0,0,34.0
2010,-16,2.0,1029.0,39.78,0,0,1.0,6.123233995736766e-17,0.7071067811865476,-0.7071067811865475,1,0,0,0,28.0
2010,-15,3.0,1029.0,44.7,0,0,1.0,6.123233995736766e-17,0.49999999999999994,-0.8660254037844387,1,0,0,0,27.0
2010,-15,5.0,1028.0,49.62,0,0,1.0,6.123233995736766e-17,0.258819045102521,-0.9659258262890682,1,0,0,0,23.0
2010,-14,5.0,1027.0,54.54,0,0,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,1,0,0,0,22.0
2010,-17,6.0,1027.0,58.56,0,0,1.0,6.123233995736766e-17,-0.2588190451025208,-0.9659258262890683,1,0,0,0,26.0
2010,-17,6.0,1026.0,3.13,0,0,1.0,6.123233995736766e-17,-0.4999999999999998,-0.8660254037844388,0,0,1,0,20.0
2010,-17,7.0,1025.0,3.13,0,0,1.0,6.123233995736766e-17,-0.7071067811865471,-0.7071067811865479,1,0,0,0,21.0
2010,-18,7.0,1025.0,1.79,0,0,1.0,6.123233995736766e-17,-0.8660254037844384,-0.5000000000000004,0,0,0,1,24.0
2010,-17,7.0,1025.0,2.68,0,0,1.0,6.123233995736766e-17,-0.9659258262890683,-0.25881904510252063,0,0,0,1,23.0
2010,-14,5.0,1025.0,0.89,0,0,1.0,6.123233995736766e-17,-1.0,-1.8369701987210297e-16,0,0,1,0,28.0
2010,-12,3.0,1025.0,0.89,0,0,1.0,6.123233995736766e-17,-0.9659258262890684,0.2588190451025203,0,0,0,1,39.0
2010,-12,2.0,1026.0,0.89,0,0,1.0,6.123233995736766e-17,-0.8660254037844386,0.5000000000000001,0,0,1,0,51.0
2010,-11,1.0,1026.0,0.45,0,0,1.0,6.123233995736766e-17,-0.7071067811865477,0.7071067811865474,0,0,0,1,67.0
2010,-7,-1.0,1026.0,0.89,0,0,1.0,6.123233995736766e-17,-0.5000000000000004,0.8660254037844384,1,0,0,0,66.0
2010,-6,-1.0,1027.0,4.92,0,0,1.0,6.123233995736766e-17,-0.25881904510252157,0.9659258262890681,0,0,1,0,76.0
2010,-5,-1.0,1027.0,9.84,0,0,1.0,6.123233995736766e-17,0.0,1.0,0,0,1,0,71.0
2010,-5,-2.0,1027.0,13.86,0,0,1.0,6.123233995736766e-17,0.25881904510252074,0.9659258262890683,0,0,1,0,89.0
2010,-5,-2.0,1026.0,17.88,0,0,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,0,0,1,0,96.0
2010,-5,-2.0,1026.0,19.67,0,0,1.0,6.123233995736766e-17,0.7071067811865475,0.7071067811865476,0,0,1,0,91.0
2010,-5,-2.0,1025.0,0.89,0,0,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,0,0,0,1,86.0
2010,-4,-2.0,1025.0,1.78,0,0,1.0,6.123233995736766e-17,0.9659258262890683,0.25881904510252074,0,0,0,1,83.0
2010,-4,-1.0,1025.0,2.67,0,0,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,0,0,0,1,80.0
2010,-4,-1.0,1024.0,3.56,0,0,1.0,6.123233995736766e-17,0.9659258262890683,-0.25881904510252063,0,0,0,1,90.0
2010,-4,-1.0,1024.0,1.79,0,0,1.0,6.123233995736766e-17,0.8660254037844387,-0.49999999999999983,0,0,1,0,110.0
2010,-4,-1.0,1024.0,3.58,0,0,1.0,6.123233995736766e-17,0.7071067811865476,-0.7071067811865475,0,0,1,0,135.0
2010,-3,0.0,1023.0,5.37,1,0,1.0,6.123233995736766e-17,0.49999999999999994,-0.8660254037844387,0,0,1,0,144.0
2010,-3,1.0,1022.0,0.89,0,0,1.0,6.123233995736766e-17,0.258819045102521,-0.9659258262890682,0,0,0,1,166.0
2010,-3,2.0,1021.0,1.79,0,0,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,0,0,1,0,179.0
2010,-3,3.0,1020.0,3.58,0,0,1.0,6.123233995736766e-17,-0.2588190451025208,-0.9659258262890683,0,0,1,0,201.0
2010,-2,4.0,1018.0,0.89,0,0,1.0,6.123233995736766e-17,-0.4999999999999998,-0.8660254037844388,0,0,0,1,227.0
2010,-2,3.0,1016.0,3.13,0,0,1.0,6.123233995736766e-17,-0.7071067811865471,-0.7071067811865479,0,1,0,0,219.0
2010,-2,2.0,1015.0,3.13,0,0,1.0,6.123233995736766e-17,-0.8660254037844384,-0.5000000000000004,1,0,0,0,208.0
2010,-3,2.0,1015.0,4.02,0,0,1.0,6.123233995736766e-17,-0.9659258262890683,-0.25881904510252063,0,1,0,0,202.0
2010,-2,2.0,1014.0,5.81,0,0,1.0,6.123233995736766e-17,-1.0,-1.8369701987210297e-16,0,1,0,0,205.0
2010,-2,2.0,1014.0,7.6,0,0,1.0,6.123233995736766e-17,-0.9659258262890684,0.2588190451025203,0,1,0,0,206.0
2010,-3,2.0,1014.0,0.89,0,0,1.0,6.123233995736766e-17,-0.8660254037844386,0.5000000000000001,0,0,0,1,209.0
2010,-2,2.0,1013.0,0.89,0,0,1.0,6.123233995736766e-17,-0.7071067811865477,0.7071067811865474,1,0,0,0,226.0
2010,-2,2.0,1012.0,1.78,0,0,1.0,6.123233995736766e-17,-0.5000000000000004,0.8660254037844384,1,0,0,0,222.0
2010,-2,2.0,1011.0,0.89,0,0,1.0,6.123233995736766e-17,-0.25881904510252157,0.9659258262890681,0,0,0,1,239.0
2010,-1,2.0,1011.0,1.78,0,0,1.0,6.123233995736766e-17,0.0,1.0,0,0,0,1,241.0
2010,-1,3.0,1009.0,2.67,0,0,1.0,6.123233995736766e-17,0.25881904510252074,0.9659258262890683,0,0,0,1,249.0
2010,0,3.0,1008.0,3.56,0,0,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,0,0,0,1,248.0
2010,2,3.0,1007.0,1.79,0,1,1.0,6.123233995736766e-17,0.7071067811865475,0.7071067811865476,0,0,1,0,247.0
2010,2,3.0,1006.0,0.89,0,2,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,0,0,0,1,228.0
2010,2,3.0,1005.0,0.89,0,3,1.0,6.123233995736766e-17,0.9659258262890683,0.25881904510252074,0,1,0,0,225.0
2010,2,3.0,1005.0,1.78,0,0,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,0,1,0,0,222.0
2010,2,2.0,1004.0,3.57,0,0,1.0,6.123233995736766e-17,0.9659258262890683,-0.25881904510252063,0,1,0,0,221.0
2010,2,3.0,1004.0,5.36,0,0,1.0,6.123233995736766e-17,0.8660254037844387,-0.49999999999999983,0,1,0,0,214.0
2010,2,3.0,1004.0,8.49,0,0,1.0,6.123233995736766e-17,0.7071067811865476,-0.7071067811865475,0,1,0,0,217.0
2010,2,3.0,1003.0,10.28,0,0,1.0,6.123233995736766e-17,0.49999999999999994,-0.8660254037844387,0,1,0,0,231.0
2010,3,4.0,1002.0,0.89,0,0,1.0,6.123233995736766e-17,0.258819045102521,-0.9659258262890682,0,0,0,1,249.0
2010,3,5.0,1002.0,1.79,0,0,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,1,0,0,0,245.0
2010,3,5.0,1001.0,0.89,0,0,1.0,6.123233995736766e-17,-0.2588190451025208,-0.9659258262890683,0,0,0,1,250.0
2010,2,7.0,1001.0,1.78,0,0,1.0,6.123233995736766e-17,-0.4999999999999998,-0.8660254037844388,0,0,0,1,232.0
2010,2,7.0,1000.0,1.79,0,0,1.0,6.123233995736766e-17,-0.7071067811865471,-0.7071067811865479,0,0,1,0,243.0
2010,2,7.0,1001.0,0.89,0,0,1.0,6.123233995736766e-17,-0.8660254037844384,-0.5000000000000004,0,0,0,1,239.0
2010,2,7.0,1001.0,1.78,0,0,1.0,6.123233995736766e-17,-0.9659258262890683,-0.25881904510252063,0,0,0,1,234.0
2010,2,7.0,1001.0,2.67,0,0,1.0,6.123233995736766e-17,-1.0,-1.8369701987210297e-16,0,0,0,1,240.0
2010,2,6.0,1001.0,1.79,0,0,1.0,6.123233995736766e-17,-0.9659258262890684,0.2588190451025203,0,0,1,0,224.0
2010,2,6.0,1002.0,5.81,0,0,1.0,6.123233995736766e-17,-0.8660254037844386,0.5000000000000001,0,0,1,0,206.0
2010,2,5.0,1002.0,8.94,0,0,1.0,6.123233995736766e-17,-0.7071067811865477,0.7071067811865474,0,0,1,0,217.0
2010,2,4.0,1002.0,0.89,0,0,1.0,6.123233995736766e-17,-0.5000000000000004,0.8660254037844384,0,0,0,1,180.0
2010,2,4.0,1002.0,1.79,0,0,1.0,6.123233995736766e-17,-0.25881904510252157,0.9659258262890681,0,0,1,0,180.0
2010,3,4.0,1002.0,0.89,0,0,1.0,6.123233995736766e-17,0.0,1.0,0,0,0,1,183.0
2010,3,5.0,1003.0,1.79,0,0,1.0,6.123233995736766e-17,0.25881904510252074,0.9659258262890683,1,0,0,0,180.0
2010,3,4.0,1001.0,1.79,0,0,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,0,0,1,0,216.0
2010,3,4.0,1001.0,1.79,0,0,1.0,6.123233995736766e-17,0.7071067811865475,0.7071067811865476,0,1,0,0,215.0
2010,2,6.0,1000.0,4.92,0,0,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,0,1,0,0,700.0
2010,-2,7.0,1002.0,23.25,0,0,1.0,6.123233995736766e-17,0.9659258262890683,-0.25881904510252063,0,1,0,0,473.0
2010,-5,7.0,1003.0,35.32,0,0,1.0,6.123233995736766e-17,0.8660254037844387,-0.49999999999999983,0,1,0,0,201.0
2010,-5,7.0,1004.0,46.5,0,0,1.0,6.123233995736766e-17,0.7071067811865476,-0.7071067811865475,0,1,0,0,274.0
2010,-5,7.0,1006.0,58.57,0,0,1.0,6.123233995736766e-17,0.49999999999999994,-0.8660254037844387,0,1,0,0,381.0
2010,-7,8.0,1008.0,69.75,0,0,1.0,6.123233995736766e-17,0.258819045102521,-0.9659258262890682,0,1,0,0,343.0
2010,-10,8.0,1010.0,84.95,0,0,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,0,1,0,0,156.0
2010,-14,7.0,1012.0,98.81,0,0,1.0,6.123233995736766e-17,-0.2588190451025208,-0.9659258262890683,0,1,0,0,64.0
2010,-19,10.0,1012.0,114.01,0,0,1.0,6.123233995736766e-17,-0.4999999999999998,-0.8660254037844388,0,1,0,0,51.0
2010,-18,10.0,1012.0,129.21,0,0,1.0,6.123233995736766e-17,-0.7071067811865471,-0.7071067811865479,0,1,0,0,47.0
2010,-17,10.0,1013.0,140.39,0,0,1.0,6.123233995736766e-17,-0.8660254037844384,-0.5000000000000004,0,1,0,0,37.0
2010,-15,9.0,1014.0,149.33,0,0,1.0,6.123233995736766e-17,-0.9659258262890683,-0.25881904510252063,0,1,0,0,26.0
2010,-13,8.0,1015.0,158.27,0,0,1.0,6.123233995736766e-17,-1.0,-1.8369701987210297e-16,0,1,0,0,22.0
2010,-12,7.0,1016.0,163.19,0,0,1.0,6.123233995736766e-17,-0.9659258262890684,0.2588190451025203,0,1,0,0,19.0
2010,-12,7.0,1016.0,166.32,0,0,1.0,6.123233995736766e-17,-0.8660254037844386,0.5000000000000001,0,1,0,0,23.0
2010,-10,7.0,1017.0,171.24,0,0,1.0,6.123233995736766e-17,-0.7071067811865477,0.7071067811865474,0,1,0,0,21.0
2010,-7,6.0,1017.0,177.05,0,0,1.0,6.123233995736766e-17,-0.5000000000000004,0.8660254037844384,0,1,0,0,27.0
2010,-5,5.0,1017.0,181.97,0,0,1.0,6.123233995736766e-17,-0.25881904510252157,0.9659258262890681,0,1,0,0,41.0
2010,-6,3.0,1017.0,185.1,0,0,1.0,6.123233995736766e-17,0.0,1.0,0,1,0,0,46.0
2010,-5,3.0,1017.0,0.89,0,0,1.0,6.123233995736766e-17,0.25881904510252074,0.9659258262890683,0,0,0,1,55.0
2010,-5,2.0,1018.0,1.78,0,0,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,0,0,0,1,46.0
2010,-6,2.0,1017.0,1.79,0,0,1.0,6.123233995736766e-17,0.7071067811865475,0.7071067811865476,0,0,1,0,60.0
2010,-6,0.0,1016.0,3.58,0,0,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,0,0,1,0,47.0
2010,-5,1.0,1016.0,5.37,0,0,1.0,6.123233995736766e-17,0.9659258262890683,0.25881904510252074,0,0,1,0,50.0
2010,-5,1.0,1017.0,0.89,0,0,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,0,0,0,1,51.0
2010,-5,0.0,1017.0,1.78,0,0,1.0,6.123233995736766e-17,0.9659258262890683,-0.25881904510252063,0,0,0,1,41.0
2010,-5,4.0,1017.0,1.79,0,0,1.0,6.123233995736766e-17,0.8660254037844387,-0.49999999999999983,0,0,1,0,48.0
2010,-8,7.0,1017.0,4.92,0,0,1.0,6.123233995736766e-17,0.7071067811865476,-0.7071067811865475,0,0,1,0,50.0
2010,-10,10.0,1016.0,8.94,0,0,1.0,6.123233995736766e-17,0.49999999999999994,-0.8660254037844387,0,0,1,0,55.0
2010,-12,11.0,1016.0,12.96,0,0,1.0,6.123233995736766e-17,0.258819045102521,-0.9659258262890682,0,0,1,0,56.0
2010,-14,12.0,1013.0,18.77,0,0,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,0,0,1,0,52.0
2010,-14,13.0,1012.0,3.13,0,0,1.0,6.123233995736766e-17,-0.2588190451025208,-0.9659258262890683,0,0,0,1,49.0
2010,-14,14.0,1011.0,4.92,0,0,1.0,6.123233995736766e-17,-0.4999999999999998,-0.8660254037844388,0,0,1,0,53.0
2010,-13,14.0,1010.0,10.73,0,0,1.0,6.123233995736766e-17,-0.7071067811865471,-0.7071067811865479,0,0,1,0,73.0
2010,-12,14.0,1010.0,13.86,0,0,1.0,6.123233995736766e-17,-0.8660254037844384,-0.5000000000000004,0,0,1,0,82.0
2010,-12,14.0,1009.0,17.88,0,0,1.0,6.123233995736766e-17,-0.9659258262890683,-0.25881904510252063,0,0,1,0,90.0
2010,-11,13.0,1009.0,21.9,0,0,1.0,6.123233995736766e-17,-1.0,-1.8369701987210297e-16,0,0,1,0,106.0
2010,-5,10.0,1010.0,25.92,0,0,1.0,6.123233995736766e-17,-0.9659258262890684,0.2588190451025203,0,0,1,0,113.0
2010,-5,9.0,1010.0,30.84,0,0,1.0,6.123233995736766e-17,-0.8660254037844386,0.5000000000000001,0,0,1,0,121.0
2010,-5,8.0,1011.0,34.86,0,0,1.0,6.123233995736766e-17,-0.7071067811865477,0.7071067811865474,0,0,1,0,116.0
2010,-5,7.0,1012.0,37.99,0,0,1.0,6.123233995736766e-17,-0.5000000000000004,0.8660254037844384,0,0,1,0,111.0
2010,-5,7.0,1012.0,3.13,0,0,1.0,6.123233995736766e-17,-0.25881904510252157,0.9659258262890681,0,0,0,1,83.0
2010,-5,6.0,1012.0,1.79,0,0,1.0,6.123233995736766e-17,0.0,1.0,0,0,1,0,85.0
2010,-3,5.0,1011.0,3.13,0,0,1.0,6.123233995736766e-17,0.25881904510252074,0.9659258262890683,0,1,0,0,87.0
2010,-3,6.0,1011.0,0.89,0,0,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,1,0,0,0,90.0
2010,-3,5.0,1011.0,0.89,0,0,1.0,6.123233995736766e-17,0.7071067811865475,0.7071067811865476,0,0,0,1,90.0
2010,-4,5.0,1010.0,1.78,0,0,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,0,0,0,1,100.0
2010,-4,4.0,1010.0,0.89,0,0,1.0,6.123233995736766e-17,0.9659258262890683,0.25881904510252074,1,0,0,0,95.0
2010,-3,3.0,1010.0,1.79,0,0,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,0,0,1,0,96.0
2010,-2,4.0,1011.0,2.68,0,0,1.0,6.123233995736766e-17,0.9659258262890683,-0.25881904510252063,0,0,1,0,102.0
2010,-2,5.0,1012.0,0.89,0,0,1.0,6.123233995736766e-17,0.8660254037844387,-0.49999999999999983,0,0,0,1,112.0
2010,-2,6.0,1012.0,3.13,0,0,1.0,6.123233995736766e-17,0.7071067811865476,-0.7071067811865475,0,1,0,0,315.0
2010,-8,11.0,1013.0,11.18,0,0,1.0,6.123233995736766e-17,0.49999999999999994,-0.8660254037844387,0,1,0,0,784.0
2010,-10,12.0,1013.0,18.33,0,0,1.0,6.123233995736766e-17,0.258819045102521,-0.9659258262890682,0,1,0,0,761.0
2010,-11,12.0,1013.0,28.16,0,0,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,0,1,0,0,204.0
2010,-12,13.0,1014.0,37.99,0,0,1.0,6.123233995736766e-17,-0.2588190451025208,-0.9659258262890683,0,1,0,0,122.0
2010,-10,13.0,1014.0,47.82,0,0,1.0,6.123233995736766e-17,-0.4999999999999998,-0.8660254037844388,0,1,0,0,158.0
2010,-14,14.0,1014.0,57.65,0,0,1.0,6.123233995736766e-17,-0.7071067811865471,-0.7071067811865479,0,1,0,0,226.0
2010,-13,14.0,1015.0,67.48,0,0,1.0,6.123233995736766e-17,-0.8660254037844384,-0.5000000000000004,0,1,0,0,128.0
2010,-14,13.0,1015.0,77.31,0,0,1.0,6.123233995736766e-17,-0.9659258262890683,-0.25881904510252063,0,1,0,0,49.0
2010,-12,12.0,1016.0,84.46,0,0,1.0,6.123233995736766e-17,-1.0,-1.8369701987210297e-16,0,1,0,0,47.0
2010,-12,11.0,1018.0,92.51,0,0,1.0,6.123233995736766e-17,-0.9659258262890684,0.2588190451025203,0,1,0,0,27.0
2010,-12,9.0,1019.0,97.43,0,0,1.0,6.123233995736766e-17,-0.8660254037844386,0.5000000000000001,0,1,0,0,25.0
2010,-12,9.0,1020.0,103.24,0,0,1.0,6.123233995736766e-17,-0.7071067811865477,0.7071067811865474,0,1,0,0,27.0
2010,-11,8.0,1021.0,110.39,0,0,1.0,6.123233995736766e-17,-0.5000000000000004,0.8660254037844384,0,1,0,0,18.0
2010,-10,7.0,1022.0,4.02,0,0,1.0,6.123233995736766e-17,0.0,1.0,0,1,0,0,28.0
2010,-9,5.0,1022.0,1.79,0,0,1.0,6.123233995736766e-17,0.25881904510252074,0.9659258262890683,1,0,0,0,16.0
2010,-10,6.0,1022.0,7.6,0,0,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,1,0,0,0,24.0
2010,-9,1.0,1021.0,4.02,0,0,1.0,6.123233995736766e-17,0.7071067811865475,0.7071067811865476,0,1,0,0,24.0
2010,-8,2.0,1022.0,0.89,0,0,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,0,0,0,1,25.0
2010,-6,0.0,1022.0,0.89,0,0,1.0,6.123233995736766e-17,0.9659258262890683,0.25881904510252074,1,0,0,0,46.0
2010,-8,0.0,1022.0,0.89,0,0,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,0,1,0,0,54.0
2010,-7,1.0,1023.0,0.89,0,0,1.0,6.123233995736766e-17,0.9659258262890683,-0.25881904510252063,0,0,0,1,60.0
2010,-6,4.0,1023.0,0.89,0,0,1.0,6.123233995736766e-17,0.8660254037844387,-0.49999999999999983,0,1,0,0,86.0
2010,-6,6.0,1024.0,3.13,0,0,1.0,6.123233995736766e-17,0.7071067811865476,-0.7071067811865475,0,0,1,0,58.0
2010,-7,10.0,1024.0,8.94,0,0,1.0,6.123233995736766e-17,0.49999999999999994,-0.8660254037844387,0,0,1,0,63.0
2010,-7,11.0,1023.0,14.75,0,0,1.0,6.123233995736766e-17,0.258819045102521,-0.9659258262890682,0,0,1,0,59.0
2010,-8,12.0,1022.0,21.9,0,0,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,0,0,1,0,59.0
2010,-8,13.0,1021.0,29.05,0,0,1.0,6.123233995736766e-17,-0.2588190451025208,-0.9659258262890683,0,0,1,0,54.0
2010,-8,13.0,1019.0,34.86,0,0,1.0,6.123233995736766e-17,-0.4999999999999998,-0.8660254037844388,0,0,1,0,53.0
2010,-8,13.0,1018.0,40.67,0,0,1.0,6.123233995736766e-17,-0.7071067811865471,-0.7071067811865479,0,0,1,0,55.0
2010,-8,13.0,1018.0,46.48,0,0,1.0,6.123233995736766e-17,-0.8660254037844384,-0.5000000000000004,0,0,1,0,60.0
2010,-9,12.0,1018.0,52.29,0,0,1.0,6.123233995736766e-17,-0.9659258262890683,-0.25881904510252063,0,0,1,0,55.0
2010,-8,11.0,1018.0,59.44,0,0,1.0,6.123233995736766e-17,-1.0,-1.8369701987210297e-16,0,0,1,0,64.0
2010,-8,11.0,1019.0,64.36,0,0,1.0,6.123233995736766e-17,-0.9659258262890684,0.2588190451025203,0,0,1,0,64.0
2010,-7,9.0,1020.0,67.49,0,0,1.0,6.123233995736766e-17,-0.8660254037844386,0.5000000000000001,0,0,1,0,55.0
2010,-8,10.0,1020.0,71.51,0,0,1.0,6.123233995736766e-17,-0.7071067811865477,0.7071067811865474,0,0,1,0,57.0
2010,-6,7.0,1020.0,75.53,0,0,1.0,6.123233995736766e-17,-0.5000000000000004,0.8660254037844384,0,0,1,0,63.0
2010,-7,6.0,1020.0,79.55,0,0,1.0,6.123233995736766e-17,-0.25881904510252157,0.9659258262890681,0,0,1,0,69.0
2010,-6,6.0,1020.0,83.57,0,0,1.0,6.123233995736766e-17,0.0,1.0,0,0,1,0,70.0
2010,-6,6.0,1020.0,86.7,0,0,1.0,6.123233995736766e-17,0.25881904510252074,0.9659258262890683,0,0,1,0,72.0
2010,-5,5.0,1019.0,89.83,0,0,1.0,6.123233995736766e-17,0.49999999999999994,0.8660254037844387,0,0,1,0,71.0
2010,-6,4.0,1020.0,3.13,0,0,1.0,6.123233995736766e-17,0.7071067811865475,0.7071067811865476,1,0,0,0,73.0
2010,-6,5.0,1020.0,1.79,0,0,1.0,6.123233995736766e-17,0.8660254037844386,0.5000000000000001,0,0,1,0,71.0
2010,-6,4.0,1020.0,1.79,0,0,1.0,6.123233995736766e-17,0.9659258262890683,0.25881904510252074,1,0,0,0,70.0
2010,-5,4.0,1021.0,1.79,0,0,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,0,1,0,0,68.0
2010,-4,4.0,1022.0,4.92,0,0,1.0,6.123233995736766e-17,0.9659258262890683,-0.25881904510252063,0,1,0,0,63.0
2010,-6,7.0,1022.0,10.73,0,0,1.0,6.123233995736766e-17,0.8660254037844387,-0.49999999999999983,0,1,0,0,67.0
2010,-8,9.0,1022.0,16.54,0,0,1.0,6.123233995736766e-17,0.7071067811865476,-0.7071067811865475,0,1,0,0,76.0
2010,-11,10.0,1023.0,7.15,0,0,1.0,6.123233995736766e-17,0.49999999999999994,-0.8660254037844387,1,0,0,0,65.0
2010,-14,11.0,1023.0,14.3,0,0,1.0,6.123233995736766e-17,0.258819045102521,-0.9659258262890682,1,0,0,0,44.0
2010,-15,11.0,1022.0,19.22,0,0,1.0,6.123233995736766e-17,1.2246467991473532e-16,-1.0,1,0,0,0,36.0
2010,-16,11.0,1022.0,24.14,0,0,1.0,6.123233995736766e-17,-0.2588190451025208,-0.9659258262890683,1,0,0,0,29.0
2010,-15,11.0,1021.0,4.02,0,0,1.0,6.123233995736766e-17,-0.4999999999999998,-0.8660254037844388,0,0,1,0,20.0
2010,-9,10.0,1022.0,8.04,0,0,1.0,6.123233995736766e-17,-0.7071067811865471,-0.7071067811865479,0,0,1,0,53.0
2010,-8,10.0,1021.0,12.96,0,0,1.0,6.123233995736766e-17,-0.8660254037844384,-0.5000000000000004,0,0,1,0,92.0
2010,-5,9.0,1022.0,18.77,0,0,1.0,6.123233995736766e-17,-0.9659258262890683,-0.25881904510252063,0,0,1,0,134.0
2010,-4,7.0,1023.0,23.69,0,0,1.0,6.123233995736766e-17,-1.0,-1.8369701987210297e-16,0,0,1,0,97.0
2010,-3,6.0,1024.0,27.71,0,0,1.0,6.123233995736766e-17,-0.9659258262890684,0.2588190451025203,0,0,1,0,64.0
2010,-1,6.0,1026.0,4.92,0,1,1.0,6.123233995736766e-17,-0.8660254037844386,0.5000000000000001,0,1,0,0,52.0
2010,1,3.0,1027.0,3.13,0,2,1.0,6.123233995736766e-17,-0.7071067811865477,0.7071067811865474,1,0,0,0,63.0
2010,1,2.0,1027.0,4.02,0,3,1.0,6.123233995736766e-17,-0.5000000000000004,0.8660254037844384,0,0,1,0,36.0
2010,0,1.0,1027.0,7.15,0,0,1.0,6.123233995736766e-17,-0.25881904510252157,0.9659258262890681,0,0,1,0,22.0
